Source,Target,Type,Id,Label,Weight
41,M,Directed,1005138,,1
42,316,Directed,1005148,,1
42,2,Directed,1005149,,9
42,NA,Directed,1005150,,27
42,M,Directed,1005152,,5
42,TRUE,Directed,1005153,,13
42,FALSE,Directed,1005154,,65
42,1,Directed,1005159,,20
42,5,Directed,1005161,,7
42,317,Directed,1005162,,1
42,F,Directed,1005166,,8
42,318,Directed,1005176,,1
42,319,Directed,1005190,,1
42,4,Directed,1005191,,2
42,320,Directed,1005204,,1
42,321,Directed,1005218,,1
42,31,Directed,1005219,,2
42,322,Directed,1005232,,1
42,24,Directed,1005233,,1
42,3,Directed,1005245,,6
42,323,Directed,1005246,,1
42,324,Directed,1005260,,1
42,26,Directed,1005261,,1
42,325,Directed,1005274,,1
42,45,Directed,1005275,,1
42,326,Directed,1005288,,1
42,62,Directed,1005289,,2
42,327,Directed,1005302,,1
42,328,Directed,1005316,,1
43,329,Directed,1005330,,1
43,3,Directed,1005331,,1
43,NA,Directed,1005332,,6
43,M,Directed,1005334,,2
43,TRUE,Directed,1005335,,5
43,FALSE,Directed,1005336,,13
43,1,Directed,1005341,,6
43,5,Directed,1005343,,3
43,330,Directed,1005344,,1
43,28,Directed,1005345,,1
43,F,Directed,1005348,,1
43,331,Directed,1005358,,1
43,30,Directed,1005359,,1
44,332,Directed,1005372,,1
44,23,Directed,1005373,,1
44,NA,Directed,1005374,,8
44,F,Directed,1005376,,2
44,TRUE,Directed,1005377,,7
44,FALSE,Directed,1005378,,17
44,1,Directed,1005383,,6
44,5,Directed,1005385,,1
44,333,Directed,1005386,,1
44,25,Directed,1005387,,1
44,M,Directed,1005390,,2
44,3,Directed,1005399,,1
44,334,Directed,1005400,,1
44,52,Directed,1005401,,1
44,2,Directed,1005411,,2
44,4,Directed,1005413,,2
44,335,Directed,1005414,,1
44,55,Directed,1005415,,1
45,336,Directed,1005428,,1
45,2,Directed,1005429,,1
45,NA,Directed,1005430,,12
45,F,Directed,1005432,,3
45,TRUE,Directed,1005433,,8
45,FALSE,Directed,1005434,,28
45,1,Directed,1005439,,11
45,5,Directed,1005441,,4
45,337,Directed,1005442,,1
45,28,Directed,1005443,,1
45,338,Directed,1005456,,1
45,34,Directed,1005457,,1
45,M,Directed,1005460,,3
45,339,Directed,1005470,,1
45,71,Directed,1005471,,1
45,4,Directed,1005483,,2
45,340,Directed,1005484,,1
45,66,Directed,1005485,,1
45,341,Directed,1005498,,1
45,45,Directed,1005499,,1
45,3,Directed,1005511,,1
46,342,Directed,1005512,,1
46,7,Directed,1005513,,1
46,NA,Directed,1005514,,6
46,M,Directed,1005516,,2
46,TRUE,Directed,1005517,,3
46,FALSE,Directed,1005518,,15
46,1,Directed,1005523,,6
46,4,Directed,1005525,,1
46,343,Directed,1005526,,1
46,32,Directed,1005527,,2
46,F,Directed,1005530,,1
46,5,Directed,1005539,,2
46,344,Directed,1005540,,1
47,345,Directed,1005554,,1
47,23,Directed,1005555,,2
47,NA,Directed,1005556,,8
47,F,Directed,1005558,,3
47,TRUE,Directed,1005559,,4
47,FALSE,Directed,1005560,,20
47,1,Directed,1005565,,6
47,5,Directed,1005567,,1
47,346,Directed,1005568,,1
47,28,Directed,1005569,,1
47,M,Directed,1005572,,1
47,4,Directed,1005581,,3
47,347,Directed,1005582,,1
47,3,Directed,1005593,,2
47,348,Directed,1005596,,1
47,41,Directed,1005597,,1
48,349,Directed,1005610,,1
48,1,Directed,1005611,,7
48,NA,Directed,1005612,,15
48,M,Directed,1005614,,2
48,FALSE,Directed,1005615,,28
48,TRUE,Directed,1005619,,8
48,2,Directed,1005621,,8
48,350,Directed,1005624,,1
48,37,Directed,1005625,,1
48,F,Directed,1005628,,4
48,5,Directed,1005637,,1
48,351,Directed,1005638,,1
48,55,Directed,1005639,,1
48,4,Directed,1005651,,1
48,352,Directed,1005652,,1
48,353,Directed,1005666,,1
48,3,Directed,1005679,,2
48,354,Directed,1005680,,1
49,355,Directed,1005694,,1
49,2,Directed,1005695,,6
49,NA,Directed,1005696,,26
49,M,Directed,1005698,,7
49,FALSE,Directed,1005699,,65
49,TRUE,Directed,1005704,,13
49,3,Directed,1005705,,6
49,1,Directed,1005706,,10
49,4,Directed,1005707,,15
49,356,Directed,1005708,,1
49,6,Directed,1005709,,1
49,357,Directed,1005722,,1
49,15,Directed,1005723,,1
49,F,Directed,1005726,,6
49,358,Directed,1005736,,1
49,22,Directed,1005737,,1
49,5,Directed,1005749,,3
49,359,Directed,1005750,,1
49,24,Directed,1005751,,3
49,360,Directed,1005764,,1
49,361,Directed,1005778,,1
49,20,Directed,1005779,,1
49,362,Directed,1005792,,1
49,27,Directed,1005793,,1
49,363,Directed,1005806,,1
49,364,Directed,1005820,,1
49,25,Directed,1005821,,1
49,365,Directed,1005834,,1
49,28,Directed,1005835,,1
49,366,Directed,1005848,,1
49,45,Directed,1005849,,1
49,367,Directed,1005862,,1
49,47,Directed,1005863,,1
50,368,Directed,1005876,,1
50,25,Directed,1005877,,2
50,NA,Directed,1005878,,16
50,F,Directed,1005880,,4
50,TRUE,Directed,1005881,,11
50,FALSE,Directed,1005882,,37
50,1,Directed,1005887,,13
50,5,Directed,1005889,,2
50,369,Directed,1005890,,1
50,M,Directed,1005894,,4
50,370,Directed,1005904,,1
50,20,Directed,1005905,,1
50,4,Directed,1005917,,4
50,371,Directed,1005918,,1
50,24,Directed,1005919,,1
50,3,Directed,1005929,,3
50,372,Directed,1005932,,1
50,32,Directed,1005933,,1
50,373,Directed,1005946,,1
50,48,Directed,1005947,,1
50,374,Directed,1005960,,1
50,55,Directed,1005961,,2
50,2,Directed,1005971,,2
50,375,Directed,1005974,,1
51,376,Directed,1005988,,1
51,29,Directed,1005989,,3
51,NA,Directed,1005990,,6
51,F,Directed,1005992,,2
51,TRUE,Directed,1005993,,3
51,FALSE,Directed,1005994,,15
51,1,Directed,1005999,,5
51,5,Directed,1006001,,3
51,377,Directed,1006002,,1
51,M,Directed,1006006,,1
51,378,Directed,1006016,,1
51,4,Directed,1006027,,1
52,379,Directed,1006030,,1
52,32,Directed,1006031,,1
52,NA,Directed,1006032,,4
52,M,Directed,1006034,,1
52,TRUE,Directed,1006035,,2
52,FALSE,Directed,1006036,,10
52,1,Directed,1006041,,4
52,5,Directed,1006043,,2
52,380,Directed,1006044,,1
52,33,Directed,1006045,,1
52,F,Directed,1006048,,1
53,381,Directed,1006058,,1
53,19,Directed,1006059,,1
53,NA,Directed,1006060,,6
53,F,Directed,1006062,,2
53,TRUE,Directed,1006063,,3
53,FALSE,Directed,1006064,,15
53,1,Directed,1006069,,6
53,5,Directed,1006071,,1
53,382,Directed,1006072,,1
53,52,Directed,1006073,,1
53,4,Directed,1006085,,2
53,383,Directed,1006086,,1
53,51,Directed,1006087,,1
53,M,Directed,1006090,,1
54,384,Directed,1006100,,1
54,27,Directed,1006101,,1
54,NA,Directed,1006102,,10
54,F,Directed,1006104,,3
54,TRUE,Directed,1006105,,6
54,FALSE,Directed,1006106,,24
54,1,Directed,1006111,,8
54,5,Directed,1006113,,4
54,385,Directed,1006114,,1
54,29,Directed,1006115,,1
54,M,Directed,1006118,,2
54,386,Directed,1006128,,1
54,37,Directed,1006129,,1
54,2,Directed,1006141,,1
54,387,Directed,1006142,,1
54,25,Directed,1006143,,1
54,4,Directed,1006153,,2
54,388,Directed,1006156,,1
54,32,Directed,1006157,,1
55,389,Directed,1006170,,1
55,29,Directed,1006171,,1
55,NA,Directed,1006172,,8
55,F,Directed,1006174,,3
55,TRUE,Directed,1006175,,4
55,FALSE,Directed,1006176,,20
55,1,Directed,1006181,,6
55,5,Directed,1006183,,2
55,390,Directed,1006184,,1
55,31,Directed,1006185,,1
55,M,Directed,1006188,,1
55,391,Directed,1006198,,1
55,38,Directed,1006199,,1
55,3,Directed,1006209,,2
55,2,Directed,1006211,,2
55,392,Directed,1006212,,1
55,57,Directed,1006213,,1
56,393,Directed,1006226,,1
56,66,Directed,1006227,,1
56,NA,Directed,1006228,,4
56,F,Directed,1006230,,2
56,TRUE,Directed,1006231,,6
56,FALSE,Directed,1006232,,6
56,1,Directed,1006237,,4
56,5,Directed,1006239,,2
56,394,Directed,1006240,,1
56,42,Directed,1006241,,1
57,395,Directed,1006254,,1
57,3,Directed,1006255,,1
57,NA,Directed,1006256,,8
57,F,Directed,1006258,,3
57,TRUE,Directed,1006259,,4
57,FALSE,Directed,1006260,,20
57,1,Directed,1006265,,7
57,5,Directed,1006267,,4
57,396,Directed,1006268,,1
57,38,Directed,1006269,,2
57,M,Directed,1006272,,1
57,397,Directed,1006282,,1
57,398,Directed,1006296,,1
57,60,Directed,1006297,,1
57,2,Directed,1006308,,1
58,399,Directed,1006310,,1
58,2,Directed,1006311,,14
58,NA,Directed,1006312,,41
58,M,Directed,1006314,,5
58,TRUE,Directed,1006315,,19
58,FALSE,Directed,1006316,,71
58,1,Directed,1006321,,17
58,5,Directed,1006323,,8
58,400,Directed,1006324,,1
58,3,Directed,1006325,,6
58,401,Directed,1006338,,1
58,F,Directed,1006342,,10
58,402,Directed,1006352,,1
58,39,Directed,1006353,,1
58,403,Directed,1006366,,1
58,41,Directed,1006367,,1
58,404,Directed,1006380,,1
58,405,Directed,1006394,,1
58,4,Directed,1006405,,2
58,406,Directed,1006408,,1
58,407,Directed,1006422,,1
58,408,Directed,1006436,,1
58,409,Directed,1006450,,1
58,410,Directed,1006464,,1
58,411,Directed,1006478,,1
58,412,Directed,1006492,,1
58,413,Directed,1006506,,1
59,414,Directed,1006520,,1
59,2,Directed,1006521,,4
59,NA,Directed,1006522,,15
59,F,Directed,1006524,,4
59,TRUE,Directed,1006525,,11
59,FALSE,Directed,1006526,,31
59,1,Directed,1006531,,11
59,5,Directed,1006533,,4
59,415,Directed,1006534,,1
59,M,Directed,1006538,,3
59,416,Directed,1006548,,1
59,30,Directed,1006549,,1
59,417,Directed,1006562,,1
59,24,Directed,1006563,,1
59,418,Directed,1006576,,1
59,22,Directed,1006577,,1
59,3,Directed,1006589,,1
59,419,Directed,1006590,,1
59,45,Directed,1006591,,1
59,4,Directed,1006603,,2
59,420,Directed,1006604,,1
59,47,Directed,1006605,,1
60,421,Directed,1006618,,1
60,9,Directed,1006619,,1
60,NA,Directed,1006620,,18
60,F,Directed,1006622,,6
60,TRUE,Directed,1006623,,10
60,FALSE,Directed,1006624,,44
60,3,Directed,1006629,,7
60,1,Directed,1006630,,11
60,2,Directed,1006631,,6
60,422,Directed,1006632,,1
60,5,Directed,1006633,,2
60,M,Directed,1006636,,3
60,423,Directed,1006646,,1
60,13,Directed,1006647,,2
60,424,Directed,1006660,,1
60,11,Directed,1006661,,2
60,425,Directed,1006674,,1
60,426,Directed,1006688,,1
60,427,Directed,1006702,,1
60,34,Directed,1006703,,1
60,428,Directed,1006716,,1
60,38,Directed,1006717,,1
60,4,Directed,1006729,,2
60,429,Directed,1006730,,1
60,39,Directed,1006731,,1
61,430,Directed,1006744,,1
61,35,Directed,1006745,,1
61,NA,Directed,1006746,,7
61,F,Directed,1006748,,2
61,TRUE,Directed,1006749,,3
61,FALSE,Directed,1006750,,15
61,1,Directed,1006755,,4
61,5,Directed,1006757,,2
61,431,Directed,1006758,,1
61,33,Directed,1006759,,1
61,M,Directed,1006762,,1
61,432,Directed,1006772,,1
61,59,Directed,1006773,,1
61,2,Directed,1006783,,1
61,4,Directed,1006785,,1
62,433,Directed,1006786,,1
62,2,Directed,1006787,,1
62,NA,Directed,1006788,,12
62,F,Directed,1006790,,4
62,TRUE,Directed,1006791,,6
62,FALSE,Directed,1006792,,30
62,4,Directed,1006797,,5
62,1,Directed,1006798,,8
62,5,Directed,1006799,,6
62,434,Directed,1006800,,1
62,435,Directed,1006814,,1
62,27,Directed,1006815,,2
62,M,Directed,1006818,,2
62,436,Directed,1006828,,1
62,437,Directed,1006842,,1
62,32,Directed,1006843,,2
62,438,Directed,1006856,,1
63,439,Directed,1006870,,1
63,29,Directed,1006871,,1
63,NA,Directed,1006872,,2
63,F,Directed,1006874,,1
63,TRUE,Directed,1006875,,1
63,FALSE,Directed,1006876,,5
63,1,Directed,1006881,,2
63,5,Directed,1006883,,1
64,440,Directed,1006884,,1
64,30,Directed,1006885,,2
64,NA,Directed,1006886,,8
64,F,Directed,1006888,,2
64,TRUE,Directed,1006889,,6
64,FALSE,Directed,1006890,,18
64,1,Directed,1006895,,6
64,5,Directed,1006897,,2
64,441,Directed,1006898,,1
64,M,Directed,1006902,,2
64,442,Directed,1006912,,1
64,63,Directed,1006913,,1
64,2,Directed,1006923,,1
64,4,Directed,1006925,,2
64,443,Directed,1006926,,1
64,60,Directed,1006927,,1
64,3,Directed,1006937,,1
65,444,Directed,1006940,,1
65,35,Directed,1006941,,1
65,NA,Directed,1006942,,4
65,F,Directed,1006944,,1
65,TRUE,Directed,1006945,,2
65,FALSE,Directed,1006946,,10
65,1,Directed,1006951,,4
65,5,Directed,1006953,,2
65,445,Directed,1006954,,1
65,39,Directed,1006955,,1
65,M,Directed,1006958,,1
66,446,Directed,1006968,,1
66,2,Directed,1006969,,8
66,NA,Directed,1006970,,24
66,F,Directed,1006972,,6
66,TRUE,Directed,1006973,,11
66,FALSE,Directed,1006974,,55
66,1,Directed,1006979,,18
66,5,Directed,1006981,,4
66,447,Directed,1006982,,1
66,4,Directed,1006983,,1
66,448,Directed,1006996,,1
66,30,Directed,1006997,,1
66,449,Directed,1007010,,1
66,31,Directed,1007011,,1
66,M,Directed,1007014,,5
66,450,Directed,1007024,,1
66,29,Directed,1007025,,1
66,451,Directed,1007038,,1
66,26,Directed,1007039,,1
66,3,Directed,1007051,,4
66,452,Directed,1007052,,1
66,21,Directed,1007053,,1
66,453,Directed,1007066,,1
66,63,Directed,1007067,,1
66,454,Directed,1007080,,1
66,70,Directed,1007081,,1
66,455,Directed,1007094,,1
66,456,Directed,1007108,,1
67,457,Directed,1007122,,1
67,4,Directed,1007123,,1
67,NA,Directed,1007124,,6
67,M,Directed,1007126,,2
67,TRUE,Directed,1007127,,4
67,FALSE,Directed,1007128,,14
67,1,Directed,1007133,,6
67,5,Directed,1007135,,3
67,458,Directed,1007136,,1
67,33,Directed,1007137,,2
67,F,Directed,1007140,,1
67,459,Directed,1007150,,1
68,460,Directed,1007164,,1
68,2,Directed,1007165,,24
68,NA,Directed,1007166,,39
68,M,Directed,1007168,,7
68,TRUE,Directed,1007169,,19
68,FALSE,Directed,1007170,,95
68,1,Directed,1007175,,25
68,5,Directed,1007177,,4
68,461,Directed,1007178,,1
68,462,Directed,1007192,,1
68,4,Directed,1007193,,4
68,F,Directed,1007196,,12
68,463,Directed,1007206,,1
68,3,Directed,1007207,,4
68,464,Directed,1007220,,1
68,7,Directed,1007221,,1
68,465,Directed,1007234,,1
68,6,Directed,1007235,,1
68,466,Directed,1007248,,1
68,30,Directed,1007249,,3
68,467,Directed,1007262,,1
68,24,Directed,1007263,,3
68,468,Directed,1007276,,1
68,469,Directed,1007290,,1
68,21,Directed,1007291,,2
68,470,Directed,1007304,,1
68,35,Directed,1007305,,1
68,471,Directed,1007318,,1
68,31,Directed,1007319,,2
68,472,Directed,1007332,,1
68,473,Directed,1007346,,1
68,474,Directed,1007360,,1
68,475,Directed,1007374,,1
68,476,Directed,1007388,,1
68,477,Directed,1007402,,1
68,50,Directed,1007403,,1
68,478,Directed,1007416,,1
69,479,Directed,1007430,,1
69,1,Directed,1007431,,8
69,NA,Directed,1007432,,10
69,M,Directed,1007434,,3
69,TRUE,Directed,1007435,,5
69,FALSE,Directed,1007436,,25
69,5,Directed,1007443,,3
69,480,Directed,1007444,,1
69,3,Directed,1007455,,2
69,2,Directed,1007456,,2
69,4,Directed,1007457,,2
69,481,Directed,1007458,,1
69,36,Directed,1007459,,1
69,F,Directed,1007462,,2
69,482,Directed,1007472,,1
69,35,Directed,1007473,,1
69,483,Directed,1007486,,1
69,33,Directed,1007487,,1
70,484,Directed,1007500,,1
70,2,Directed,1007501,,3
70,NA,Directed,1007502,,16
70,F,Directed,1007504,,7
70,TRUE,Directed,1007505,,8
70,FALSE,Directed,1007506,,40
70,3,Directed,1007511,,2
70,1,Directed,1007512,,13
70,4,Directed,1007513,,5
70,485,Directed,1007514,,1
70,5,Directed,1007527,,3
70,486,Directed,1007528,,1
70,31,Directed,1007529,,2
70,487,Directed,1007542,,1
70,38,Directed,1007543,,1
70,M,Directed,1007546,,1
70,488,Directed,1007556,,1
70,489,Directed,1007570,,1
70,34,Directed,1007571,,1
70,490,Directed,1007584,,1
70,35,Directed,1007585,,1
70,491,Directed,1007598,,1
70,40,Directed,1007599,,1
71,492,Directed,1007612,,1
71,4,Directed,1007613,,2
71,NA,Directed,1007614,,9
71,M,Directed,1007616,,2
71,TRUE,Directed,1007617,,4
71,FALSE,Directed,1007618,,20
71,2,Directed,1007623,,2
71,1,Directed,1007624,,7
71,493,Directed,1007626,,1
71,31,Directed,1007627,,1
71,F,Directed,1007630,,2
71,5,Directed,1007639,,1
71,494,Directed,1007640,,1
71,39,Directed,1007641,,1
71,495,Directed,1007654,,1
71,38,Directed,1007655,,1
72,496,Directed,1007668,,1
72,4,Directed,1007669,,3
72,NA,Directed,1007670,,27
72,M,Directed,1007672,,7
72,FALSE,Directed,1007673,,51
72,TRUE,Directed,1007678,,15
72,2,Directed,1007679,,13
72,1,Directed,1007680,,11
72,3,Directed,1007681,,5
72,497,Directed,1007682,,1
72,24,Directed,1007683,,1
72,498,Directed,1007696,,1
72,27,Directed,1007697,,1
72,499,Directed,1007710,,1
72,26,Directed,1007711,,1
72,F,Directed,1007714,,4
72,5,Directed,1007723,,2
72,500,Directed,1007724,,1
72,25,Directed,1007725,,1
72,501,Directed,1007738,,1
72,57,Directed,1007739,,1
72,502,Directed,1007752,,1
72,503,Directed,1007766,,1
72,504,Directed,1007780,,1
72,505,Directed,1007794,,1
72,506,Directed,1007808,,1
73,507,Directed,1007822,,1
73,1,Directed,1007823,,9
73,NA,Directed,1007824,,14
73,F,Directed,1007826,,5
73,FALSE,Directed,1007827,,29
73,TRUE,Directed,1007831,,13
73,2,Directed,1007833,,5
73,3,Directed,1007835,,3
73,508,Directed,1007836,,1
73,33,Directed,1007837,,1
73,5,Directed,1007849,,2
73,509,Directed,1007850,,1
73,36,Directed,1007851,,1
73,M,Directed,1007854,,2
73,510,Directed,1007864,,1
73,39,Directed,1007865,,1
73,511,Directed,1007878,,1
73,34,Directed,1007879,,3
73,4,Directed,1007891,,3
73,512,Directed,1007892,,1
73,513,Directed,1007906,,1
74,514,Directed,1007920,,1
74,13,Directed,1007921,,1
74,NA,Directed,1007922,,15
74,M,Directed,1007924,,3
74,FALSE,Directed,1007925,,36
74,2,Directed,1007931,,6
74,3,Directed,1007933,,5
74,515,Directed,1007934,,1
74,22,Directed,1007935,,1
74,F,Directed,1007938,,4
74,TRUE,Directed,1007939,,6
74,1,Directed,1007945,,8
74,5,Directed,1007947,,2
74,516,Directed,1007948,,1
74,21,Directed,1007949,,1
74,517,Directed,1007962,,1
74,24,Directed,1007963,,1
74,518,Directed,1007976,,1
74,20,Directed,1007977,,1
74,519,Directed,1007990,,1
74,42,Directed,1007991,,1
74,520,Directed,1008004,,1
75,521,Directed,1008018,,1
75,4,Directed,1008019,,11
75,NA,Directed,1008020,,14
75,M,Directed,1008022,,4
75,FALSE,Directed,1008023,,35
75,TRUE,Directed,1008028,,7
75,2,Directed,1008030,,3
75,522,Directed,1008032,,1
75,30,Directed,1008033,,3
75,F,Directed,1008036,,3
75,1,Directed,1008043,,6
75,5,Directed,1008045,,2
75,523,Directed,1008046,,1
75,32,Directed,1008047,,1
75,524,Directed,1008060,,1
75,35,Directed,1008061,,1
75,525,Directed,1008074,,1
75,526,Directed,1008088,,1
75,527,Directed,1008102,,1
75,40,Directed,1008103,,1
76,528,Directed,1008116,,1
76,3,Directed,1008117,,4
76,NA,Directed,1008118,,24
76,F,Directed,1008120,,6
76,TRUE,Directed,1008121,,12
76,FALSE,Directed,1008122,,42
76,1,Directed,1008128,,10
76,4,Directed,1008129,,2
76,529,Directed,1008130,,1
76,24,Directed,1008131,,2
76,5,Directed,1008143,,4
76,530,Directed,1008144,,1
76,M,Directed,1008148,,2
76,531,Directed,1008158,,1
76,25,Directed,1008159,,1
76,532,Directed,1008172,,1
76,22,Directed,1008173,,1
76,2,Directed,1008183,,5
76,533,Directed,1008186,,1
76,30,Directed,1008187,,1
76,534,Directed,1008200,,1
76,535,Directed,1008214,,1
76,45,Directed,1008215,,1
76,536,Directed,1008228,,1
77,537,Directed,1008242,,1
77,10,Directed,1008243,,1
77,NA,Directed,1008244,,6
77,F,Directed,1008246,,2
77,TRUE,Directed,1008247,,3
77,FALSE,Directed,1008248,,15
77,2,Directed,1008253,,1
77,1,Directed,1008254,,5
77,5,Directed,1008255,,3
77,538,Directed,1008256,,1
77,35,Directed,1008257,,1
77,539,Directed,1008270,,1
77,37,Directed,1008271,,1
77,M,Directed,1008274,,1
78,540,Directed,1008284,,1
78,9,Directed,1008285,,1
78,NA,Directed,1008286,,10
78,M,Directed,1008288,,3
78,TRUE,Directed,1008289,,5
78,FALSE,Directed,1008290,,25
78,1,Directed,1008295,,9
78,5,Directed,1008297,,4
78,541,Directed,1008298,,1
78,41,Directed,1008299,,2
78,F,Directed,1008302,,2
78,542,Directed,1008312,,1
78,543,Directed,1008326,,1
78,65,Directed,1008327,,1
78,2,Directed,1008337,,2
78,544,Directed,1008340,,1
78,72,Directed,1008341,,1
79,545,Directed,1008354,,1
79,1,Directed,1008355,,11
79,NA,Directed,1008356,,11
79,TRUE,Directed,1008359,,5
79,FALSE,Directed,1008360,,25
79,4,Directed,1008367,,1
79,546,Directed,1008368,,1
79,6,Directed,1008369,,2
79,M,Directed,1008372,,2
79,5,Directed,1008381,,4
79,547,Directed,1008382,,1
79,F,Directed,1008386,,2
79,548,Directed,1008396,,1
79,38,Directed,1008397,,1
79,549,Directed,1008410,,1
79,39,Directed,1008411,,1
80,550,Directed,1008424,,1
80,NA,Directed,1008425,,7
80,FALSE,Directed,1008429,,6
81,551,Directed,1008438,,1
81,1,Directed,1008439,,12
81,NA,Directed,1008440,,12
81,M,Directed,1008442,,5
81,TRUE,Directed,1008443,,6
81,FALSE,Directed,1008444,,30
81,5,Directed,1008451,,5
81,552,Directed,1008452,,1
81,4,Directed,1008453,,2
81,553,Directed,1008466,,1
81,8,Directed,1008467,,1
81,554,Directed,1008480,,1
81,29,Directed,1008481,,1
81,F,Directed,1008484,,1
81,555,Directed,1008494,,1
81,36,Directed,1008495,,1
81,556,Directed,1008508,,1
81,31,Directed,1008509,,1
81,2,Directed,1008520,,1
82,557,Directed,1008522,,1
82,3,Directed,1008523,,1
82,NA,Directed,1008524,,11
82,F,Directed,1008526,,4
82,TRUE,Directed,1008527,,8
82,FALSE,Directed,1008528,,22
82,1,Directed,1008533,,8
82,5,Directed,1008535,,4
82,558,Directed,1008536,,1
82,30,Directed,1008537,,1
82,559,Directed,1008550,,1
82,32,Directed,1008551,,1
82,M,Directed,1008554,,1
82,560,Directed,1008564,,1
82,59,Directed,1008565,,1
82,2,Directed,1008575,,2
82,4,Directed,1008577,,1
82,561,Directed,1008578,,1
83,562,Directed,1008592,,1
83,30,Directed,1008593,,1
83,NA,Directed,1008594,,6
83,F,Directed,1008596,,2
83,TRUE,Directed,1008597,,3
83,FALSE,Directed,1008598,,15
83,1,Directed,1008603,,6
83,5,Directed,1008605,,1
83,563,Directed,1008606,,1
83,56,Directed,1008607,,1
83,3,Directed,1008619,,1
83,564,Directed,1008620,,1
83,46,Directed,1008621,,1
83,M,Directed,1008624,,1
83,4,Directed,1008633,,1
84,565,Directed,1008634,,1
84,1,Directed,1008635,,8
84,NA,Directed,1008636,,8
84,M,Directed,1008638,,2
84,TRUE,Directed,1008639,,4
84,FALSE,Directed,1008640,,20
84,5,Directed,1008647,,3
84,566,Directed,1008648,,1
84,30,Directed,1008649,,2
84,F,Directed,1008652,,2
84,567,Directed,1008662,,1
84,568,Directed,1008676,,1
84,52,Directed,1008677,,1
84,2,Directed,1008687,,1
84,4,Directed,1008689,,1
85,569,Directed,1008690,,1
85,53,Directed,1008691,,1
85,NA,Directed,1008692,,2
85,F,Directed,1008694,,1
85,FALSE,Directed,1008695,,5
85,TRUE,Directed,1008700,,1
85,2,Directed,1008701,,1
85,1,Directed,1008702,,1
85,4,Directed,1008703,,1
86,570,Directed,1008704,,1
86,31,Directed,1008705,,1
86,NA,Directed,1008706,,16
86,F,Directed,1008708,,5
86,TRUE,Directed,1008709,,6
86,FALSE,Directed,1008710,,30
86,1,Directed,1008715,,11
86,5,Directed,1008717,,6
86,571,Directed,1008718,,1
86,32,Directed,1008719,,1
86,M,Directed,1008722,,1
86,572,Directed,1008732,,1
86,573,Directed,1008746,,1
86,574,Directed,1008760,,1
86,575,Directed,1008774,,1
86,2,Directed,1008787,,1
87,576,Directed,1008788,,1
87,5,Directed,1008789,,4
87,NA,Directed,1008790,,10
87,F,Directed,1008792,,3
87,TRUE,Directed,1008793,,5
87,FALSE,Directed,1008794,,25
87,1,Directed,1008799,,8
87,577,Directed,1008802,,1
87,32,Directed,1008803,,1
87,578,Directed,1008816,,1
87,35,Directed,1008817,,1
87,M,Directed,1008820,,2
87,579,Directed,1008830,,1
87,55,Directed,1008831,,2
87,2,Directed,1008841,,3
87,3,Directed,1008843,,1
87,580,Directed,1008844,,1
88,581,Directed,1008858,,1
88,4,Directed,1008859,,8
88,NA,Directed,1008860,,14
88,M,Directed,1008862,,4
88,FALSE,Directed,1008863,,31
88,TRUE,Directed,1008868,,11
88,1,Directed,1008870,,9
88,5,Directed,1008871,,5
88,582,Directed,1008872,,1
88,31,Directed,1008873,,1
88,583,Directed,1008886,,1
88,38,Directed,1008887,,1
88,584,Directed,1008900,,1
88,35,Directed,1008901,,1
88,F,Directed,1008904,,3
88,585,Directed,1008914,,1
88,40,Directed,1008915,,1
88,586,Directed,1008928,,1
88,65,Directed,1008929,,1
88,587,Directed,1008942,,1
88,60,Directed,1008943,,1
89,588,Directed,1008956,,1
89,30,Directed,1008957,,1
89,NA,Directed,1008958,,5
89,F,Directed,1008960,,2
89,TRUE,Directed,1008961,,2
89,FALSE,Directed,1008962,,10
89,1,Directed,1008967,,3
89,5,Directed,1008969,,2
89,589,Directed,1008970,,1
89,2,Directed,1008982,,1
90,590,Directed,1008984,,1
90,5,Directed,1008985,,4
90,NA,Directed,1008986,,12
90,M,Directed,1008988,,3
90,TRUE,Directed,1008989,,6
90,FALSE,Directed,1008990,,30
90,1,Directed,1008995,,9
90,2,Directed,1008997,,6
90,591,Directed,1008998,,1
90,32,Directed,1008999,,1
90,F,Directed,1009002,,3
90,592,Directed,1009012,,1
90,33,Directed,1009013,,2
90,593,Directed,1009026,,1
90,594,Directed,1009040,,1
90,59,Directed,1009041,,1
90,595,Directed,1009054,,1
90,63,Directed,1009055,,1
91,596,Directed,1009068,,1
91,28,Directed,1009069,,1
91,NA,Directed,1009070,,10
91,F,Directed,1009072,,3
91,TRUE,Directed,1009073,,4
91,FALSE,Directed,1009074,,20
91,1,Directed,1009079,,7
91,5,Directed,1009081,,2
91,597,Directed,1009082,,1
91,36,Directed,1009083,,1
91,M,Directed,1009086,,1
91,4,Directed,1009095,,2
91,598,Directed,1009096,,1
91,3,Directed,1009109,,1
91,599,Directed,1009110,,1
92,600,Directed,1009124,,1
92,3,Directed,1009125,,2
92,NA,Directed,1009126,,10
92,M,Directed,1009128,,2
92,TRUE,Directed,1009129,,6
92,FALSE,Directed,1009130,,24
92,1,Directed,1009135,,8
92,5,Directed,1009137,,2
92,601,Directed,1009138,,1
92,28,Directed,1009139,,1
92,F,Directed,1009142,,3
92,602,Directed,1009152,,1
92,30,Directed,1009153,,1
